original_sentence,dyslexic_sentence,error_type,correct_audio_path,dyslexic_audio_path
සාහිත්‍යය කෘති ඥානන මාර්ගයක් ලෙස,සාහිත්‍යය කෘති ඥානනම ාර්ගයක් ලෙස,reversal,asr_sinhala/data/db/db0f62a0cb.flac,dyslexic_audio_files/train_140.flac
ඇත්තෙන්ම රොයිලි සහෝ කරන මෙහෙය,ඇත්තෙන්ම රොයිලි සහෝ කලන මෙහෙය,substitution,asr_sinhala/data/81/81921000b9.flac,dyslexic_audio_files/train_141.flac
එබැවින් මෙය ප්‍රතිපත්තියක් ලෙස,එබැවින් මෙය බ්‍ලතිබත්තියත් ලෙශ,substitution,asr_sinhala/data/3f/3f09308738.flac,dyslexic_audio_files/train_142.flac
එක පාරටම ඇහෙනවා මහා පිපිරුම් හඬක්,එක පාරටම ඇහෙනවා මහ පිපිරුම් හඬක්,omission,asr_sinhala/data/67/6751f1b344.flac,dyslexic_audio_files/train_143.flac
ඒක අමුතු එකක් තමයි,ඒත අමුතු එකත් තමයි,substitution,asr_sinhala/data/bc/bc66436831.flac,dyslexic_audio_files/train_144.flac
නොයෙක් රාජකාරි නිසා ඒක අතපසු උනා,නොයෙක් ාරජකාරි නිසා ඒක අතපසු උනා,reversal,asr_sinhala/data/41/416c29a556.flac,dyslexic_audio_files/train_145.flac
කියලා කිව්වට,කියා කිව්වට,omission,asr_sinhala/data/73/73bafa27f3.flac,dyslexic_audio_files/train_146.flac
අවතක්සේරු කළ යුත්තේත් නැත.,අවතක්සේරුක ළ යුත්තේත් නැත.,reversal,asr_sinhala/data/f0/f053536528.flac,dyslexic_audio_files/train_147.flac
සිංහල උපසිරැසි කතාව දැකලා,සිංහල උපසිරැසි කතාවද ැකලා,reversal,asr_sinhala/data/12/12ec16b7fd.flac,dyslexic_audio_files/train_148.flac
උපරිම විදියට කරල තියනව,උපලිම විදියඩ කරල තියනව,substitution,asr_sinhala/data/da/dab4ec9deb.flac,dyslexic_audio_files/train_149.flac
දෙමළ සමාජය තුළින්ම,දෙමල ශමාජය තුළින්ම,substitution,asr_sinhala/data/e2/e2ac5efaef.flac,dyslexic_audio_files/train_150.flac
අහන්න දේවල් තියනවානම්,අහන්න දවල් තියනවානම්,omission,asr_sinhala/data/f3/f3165afc75.flac,dyslexic_audio_files/train_151.flac
upeaksha sawarnamali,upeaksha aswarnamali,reversal,asr_sinhala/data/34/3430c5aa3d.flac,dyslexic_audio_files/train_152.flac
අනම් මනං කථා නැතුව,අනම් මනං කථා ැතුව,omission,asr_sinhala/data/45/452d277ba6.flac,dyslexic_audio_files/train_153.flac
සැබෑ බුදු දහම කුමක්ද,සැබෑ බුු දහම කුමක්ද,omission,asr_sinhala/data/cc/cc84404047.flac,dyslexic_audio_files/train_154.flac
ඒ සැණින් මරණයට පත්වෙලා,ඒ සැණින් මරණයට තප්වෙලා,reversal,asr_sinhala/data/4d/4d8a865fe3.flac,dyslexic_audio_files/train_155.flac
අද දින පවු‍ලේ කටයුතු සාර්ථක වේ,අද දින පවු‍ලේ තටයුතු ශාර්ථක වේ,substitution,asr_sinhala/data/d6/d680807e11.flac,dyslexic_audio_files/train_156.flac
ජීවත්වන අය.,ජීතව්වන අය.,reversal,asr_sinhala/data/8e/8ef316cad1.flac,dyslexic_audio_files/train_157.flac
ඉතාමත් වයස්ගත පුද්ගලයින්,තඉාමත් වයස්ගත පුද්ගලයින්,reversal,asr_sinhala/data/34/346532e4e1.flac,dyslexic_audio_files/train_158.flac
දරුවන්ගේ ලෝකය නිර්මාණය කළ මව්පියෝ,දරුවන්ගේ ෝකය නිර්මාණය කළ මව්පියෝ,omission,asr_sinhala/data/8f/8f89ddeea2.flac,dyslexic_audio_files/train_159.flac
උඹ අන්තර්ජාලෙට,උඹ අන්තර්ජාලෙඩ,substitution,asr_sinhala/data/f6/f64bd541f8.flac,dyslexic_audio_files/train_160.flac
පොදුවේ සම්බන්ධ වන්නට හැකි නිසාම,බොදුවේ සම්බන්ධ වන්නට හැකි නිශාම,substitution,asr_sinhala/data/bc/bcf506378c.flac,dyslexic_audio_files/train_161.flac
විනාශ වෙලා ගිය ජාතියක් හැටියට,විනාශ වෙලා ගිය ාජතියක් හැටියට,reversal,asr_sinhala/data/06/06493a2fc6.flac,dyslexic_audio_files/train_162.flac
ඉතින් කොල්ල ගිහින්,ඉතන් කොල්ල ගිහින්,omission,asr_sinhala/data/ae/ae98b91c7d.flac,dyslexic_audio_files/train_163.flac
කැමති සුපිරි වීරයෝ ගොඩක් එකම තැනක.,කැතමි සුපිරි වීරයෝ ගොඩක් එකම තැනක.,reversal,asr_sinhala/data/ca/cabfafd462.flac,dyslexic_audio_files/train_164.flac
ඉතින් අපි ඒකට ඒ වෙනුවෙන්,ඉතින් අපි ඒකට ඒ වෙනුෙවන්,reversal,asr_sinhala/data/eb/eb45d83192.flac,dyslexic_audio_files/train_165.flac
මේවා ප්‍රයෝජනයට නොගනී.,මේවා ප්‍රයෝජනයට නොගී.,omission,asr_sinhala/data/e1/e16d2f24ea.flac,dyslexic_audio_files/train_166.flac
එනම් මුළු නයගරා කලාපය දර්ශනය වන පරිදි,එනම් මුළු නයගරා කලාපය දල්ශනය වන බරිදි,substitution,asr_sinhala/data/c6/c6ede0a603.flac,dyslexic_audio_files/train_167.flac
ඉතුරු වෙලා තියෙන,ඉුතරු වෙලා තියෙන,reversal,asr_sinhala/data/8e/8eccf23f84.flac,dyslexic_audio_files/train_168.flac
වැස්සවලාහක දෙවියන් නිසා.,වැස්සවලාහක දෙවියන නිසා.,omission,asr_sinhala/data/45/4547fb139d.flac,dyslexic_audio_files/train_169.flac
වැරදි නැහැ.,වැරි නැහැ.,omission,asr_sinhala/data/a0/a0f1ebe132.flac,dyslexic_audio_files/train_170.flac
අගය මැනීම සඳහා,අග මැනීම සඳහා,omission,asr_sinhala/data/00/007fc2d5bd.flac,dyslexic_audio_files/train_171.flac
බුදුරදුන් දහම් දෙසුවේ,බුදුරදුන් හම් දෙසුවේ,omission,asr_sinhala/data/fd/fd09d349c8.flac,dyslexic_audio_files/train_172.flac
එහෙත් එම මොහොතේ,එහෙත් එ මමොහොතේ,reversal,asr_sinhala/data/63/6336770c41.flac,dyslexic_audio_files/train_173.flac
එක්සත් ජාතික පක්‍ෂ ආණ්ඩුව විසින් දී හඳුන්වා දුන්,එක්සත් ජාතික පක්‍ෂ ආණ්ඩුව විසින් දී හඳනු්වා දුන්,reversal,asr_sinhala/data/54/549538b43e.flac,dyslexic_audio_files/train_174.flac
මෙහෙම කියන්නම්.,මෙහෙම තියන්නම්.,substitution,asr_sinhala/data/bf/bf6122788a.flac,dyslexic_audio_files/train_175.flac
මහ මුහුදට වැටුණු ඉදිකට්ටක් සෙවීම හා සමානය,මහ මුහුදට වැටුණු ඉදිකට්ටක් ෙසවීම හා සමානය,reversal,asr_sinhala/data/05/056d4af58c.flac,dyslexic_audio_files/train_176.flac
නිතරම මහනුවර මල්වතු විහාරය ඇසුරු කර ඇත.,නිතරම මහනුවර මල්වතු විාරය ඇසුරු කර ඇත.,omission,asr_sinhala/data/10/105338c7d3.flac,dyslexic_audio_files/train_177.flac
අපි පොඩි එවුන්ගෙනුත් ඇහුවා,අපි පොඩි එුවන්ගෙනුත් ඇහුවා,reversal,asr_sinhala/data/ef/efc095dd90.flac,dyslexic_audio_files/train_178.flac
අමතක කරන්න එපා,අමතක කරන්නඑපා,omission,asr_sinhala/data/6c/6c14547a52.flac,dyslexic_audio_files/train_179.flac
ලෝකයේ සැබෑ ස්වභාවය පිළිබඳව දැනගෙන,ලෝකයේ සැබෑ ස්වභාවය පිළිබඳව දැගෙන,omission,asr_sinhala/data/41/418bc43033.flac,dyslexic_audio_files/train_180.flac
මීට අමතරව ශ්‍රමණ ගණයට අයත්,මීට අමතරව ශ්‍රමණ ගණයට යත්,omission,asr_sinhala/data/be/be9a69bcaa.flac,dyslexic_audio_files/train_181.flac
එය පැරැණි බ්‍රාහ්මණ ධර්මය සපුරා,එය පරැණි බ්‍රාහ්මණ ධර්මය සපුරා,omission,asr_sinhala/data/b8/b8ac47d652.flac,dyslexic_audio_files/train_182.flac
විහිදී ගිය බැව් ශාසන ඉතිහාසය සාක්ෂි දරයි.,විහිදී ගිය බැව ්ශාසන ඉතිහාසය සාක්ෂි දරයි.,reversal,asr_sinhala/data/e8/e8158a8b27.flac,dyslexic_audio_files/train_183.flac
පත් වූයේ ඇයි?,පත් වූය ඇයි?,omission,asr_sinhala/data/6b/6b59fc3707.flac,dyslexic_audio_files/train_184.flac
ඔබත් මමත් කොටස්කරුවන් වන්නෙමු,ඔබත් මමත් තොඩශ්කරුවන් වන්නෙමු,substitution,asr_sinhala/data/ca/ca3d07739f.flac,dyslexic_audio_files/train_185.flac
සිංහලයෝ පවත්වාගෙන එති,සිහලයෝ පවත්වාගෙන එති,omission,asr_sinhala/data/c2/c259f6b1cf.flac,dyslexic_audio_files/train_186.flac
අවිචාරාත්මක රාජ්‍ය කේන්ද්‍රීන් බවට,අවිජාලාත්මක රාජ්‍ය තේන්ද්‍රීන් බවඩ,substitution,asr_sinhala/data/2a/2abc74f7af.flac,dyslexic_audio_files/train_187.flac
ඒ ගැන තමන් තුළ ආශාවක් නැහැ.,ඒ ගැන තම් තුළ ආශාවක් නැහැ.,omission,asr_sinhala/data/6e/6ed28e2ca7.flac,dyslexic_audio_files/train_188.flac
දෙන ලද තීරණයක්,දෙන ල තීරණයක්,omission,asr_sinhala/data/d1/d1301e6439.flac,dyslexic_audio_files/train_189.flac
පොකුණක් මතු වී ඇත.,පොතුණක් මතු වී ඇත.,substitution,asr_sinhala/data/13/13485beb61.flac,dyslexic_audio_files/train_190.flac
ඔයාලට ඕන මතයක් දරන්න පුළුවන්.,ඔයාලට ඕන මතයක් දරන්න පළුුවන්.,reversal,asr_sinhala/data/9e/9eea135cc4.flac,dyslexic_audio_files/train_191.flac
හැබැයි සාකච්ඡා කරන්න ඕනැ,හැබැයි ශාතච්ඡා කරන්න ඕනැ,substitution,asr_sinhala/data/c8/c8c774bbd7.flac,dyslexic_audio_files/train_192.flac
මුගලන් මහ රහතන් වහන්සේට වගේම,මුදලන් මහ ලහතන් වහන්සේට වගේම,substitution,asr_sinhala/data/1d/1dfe952e63.flac,dyslexic_audio_files/train_193.flac
පස් මාසය තුළ,පඉස් මාසය තුළ,insertion,asr_sinhala/data/f3/f35325964d.flac,dyslexic_audio_files/train_194.flac
ඉන්න වෙනවා.,ඉන්න වෙවා.,omission,asr_sinhala/data/0e/0ea2e19784.flac,dyslexic_audio_files/train_195.flac
හිතන්න පුළුවන්කමින් තමයි මේක වෙන්නෙ.,හිතන්න පුළුවන්මින් තමයි මේක වෙන්නෙ.,omission,asr_sinhala/data/66/6601cb8f4a.flac,dyslexic_audio_files/train_196.flac
උපදින ස්ථාන පිළිබඳ,උපදින ඉස්ථාන පිළිබඳ,insertion,asr_sinhala/data/1e/1e602efd3d.flac,dyslexic_audio_files/train_197.flac
මන්ද තමයි සරු කාලය කියන්නෙ.,මන්ද තමයි සරු කාලය තියන්නෙ.,substitution,asr_sinhala/data/49/49860738c8.flac,dyslexic_audio_files/train_198.flac
ඔක්කොටම කලින්,ඔකක්ොටම කලින්,reversal,asr_sinhala/data/e0/e040868a85.flac,dyslexic_audio_files/train_199.flac
හිත් පුරවා,හිත ්පුරවා,reversal,asr_sinhala/data/ae/ae9c0399eb.flac,dyslexic_audio_files/train_200.flac
අපි කාටවත් යටත් වෙන්නේත් නැහැ.,අපි කාටවත් යටත් වෙන්නේත් ැනහැ.,reversal,asr_sinhala/data/73/73a4fb1b67.flac,dyslexic_audio_files/train_201.flac
